Name,GamesPlayed,MinutesPlayed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
D'Angelo Russell,54,1778,1.0,1.0,1.0,1.0,1.0,1.0,0.9259259259259259,0.5925925925925926,0.2222222222222222,0.18518518518518517,0.2037037037037037,0.24074074074074073,0.5370370370370371,0.5370370370370371,0.6296296296296297,0.7407407407407407,0.7962962962962963,0.8148148148148148,0.7962962962962963,0.7222222222222222,0.5925925925925926,0.5370370370370371,0.5,0.48148148148148145,1.0,1.0,1.0,1.0,0.9259259259259259,0.8518518518518519,0.6481481481481481,0.37037037037037035,0.14814814814814814,0.1111111111111111,0.09259259259259259,0.2777777777777778,0.7222222222222222,0.7222222222222222,0.8148148148148148,0.8518518518518519,0.8703703703703703,0.8148148148148148,0.7407407407407407,0.7037037037037037,0.7037037037037037,0.7222222222222222,0.6666666666666666,0.5555555555555556
Anthony Edwards,79,2842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9746835443037974,0.8607594936708861,0.7088607594936709,0.5063291139240507,0.4050632911392405,0.13924050632911392,0.13924050632911392,0.17721518987341772,0.3037974683544304,0.4430379746835443,0.5822784810126582,0.8734177215189873,0.9240506329113924,0.9493670886075949,0.9493670886075949,0.9493670886075949,0.9493670886075949,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9367088607594937,0.9113924050632911,0.8987341772151899,0.8607594936708861,0.7974683544303798,0.6962025316455697,0.6075949367088608,0.4936708860759494,0.16455696202531644,0.189873417721519,0.26582278481012656,0.45569620253164556,0.6455696202531646,0.7848101265822784,0.8734177215189873,0.8860759493670886,0.8607594936708861,0.8227848101265823,0.759493670886076,0.6835443037974683
Jaden McDaniels,79,2416,1.0,1.0,1.0,0.9873417721518988,0.9493670886075949,0.8860759493670886,0.8354430379746836,0.6962025316455697,0.4810126582278481,0.21518987341772153,0.1518987341772152,0.12658227848101267,0.20253164556962025,0.22784810126582278,0.27848101265822783,0.3670886075949367,0.6582278481012658,0.759493670886076,0.8354430379746836,0.810126582278481,0.7974683544303798,0.7088607594936709,0.6582278481012658,0.6075949367088608,0.9746835443037974,0.9746835443037974,0.9240506329113924,0.8734177215189873,0.7974683544303798,0.6962025316455697,0.6582278481012658,0.5063291139240507,0.3924050632911392,0.21518987341772153,0.17721518987341772,0.17721518987341772,0.4177215189873418,0.4177215189873418,0.43037974683544306,0.5822784810126582,0.6075949367088608,0.7215189873417721,0.7341772151898734,0.7721518987341772,0.6835443037974683,0.6582278481012658,0.6455696202531646,0.5949367088607594
Kyle Anderson,69,1957,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6811594202898551,0.6521739130434783,0.6376811594202898,0.5072463768115942,0.391304347826087,0.43478260869565216,0.43478260869565216,0.5072463768115942,0.5797101449275363,0.6086956521739131,0.5362318840579711,0.5507246376811594,0.5072463768115942,0.5217391304347826,0.5217391304347826,0.4927536231884058,0.463768115942029,0.4782608695652174,0.5217391304347826,0.5652173913043478,0.6666666666666666,0.6521739130434783,0.6811594202898551,0.6811594202898551,0.6956521739130435,0.6666666666666666,0.6376811594202898,0.5217391304347826,0.4492753623188406,0.43478260869565216,0.4492753623188406,0.4927536231884058,0.5797101449275363,0.5797101449275363,0.5652173913043478,0.5217391304347826,0.5797101449275363,0.6231884057971014,0.6376811594202898,0.6376811594202898,0.6521739130434783,0.6086956521739131,0.6086956521739131,0.5652173913043478
Rudy Gobert,70,2148,1.0,1.0,1.0,1.0,1.0,0.9142857142857143,0.6571428571428571,0.3142857142857143,0.15714285714285714,0.04285714285714286,0.18571428571428572,0.24285714285714285,0.5857142857142857,0.5857142857142857,0.6428571428571429,0.6571428571428571,0.7285714285714285,0.6714285714285714,0.5714285714285714,0.5571428571428572,0.5428571428571428,0.6857142857142857,0.6857142857142857,0.6857142857142857,0.9428571428571428,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.8714285714285714,0.7714285714285715,0.45714285714285713,0.2571428571428571,0.18571428571428572,0.2,0.2571428571428571,0.32857142857142857,0.5142857142857142,0.5428571428571428,0.5714285714285714,0.6857142857142857,0.7857142857142857,0.7285714285714285,0.6714285714285714,0.6857142857142857,0.7,0.6857142857142857,0.6428571428571429,0.5857142857142857
Jaylen Nowell,65,1252,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.046153846153846156,0.12307692307692308,0.24615384615384617,0.5076923076923077,0.7230769230769231,0.8615384615384616,0.9076923076923077,0.9230769230769231,0.9076923076923077,0.8461538461538461,0.6461538461538462,0.49230769230769234,0.36923076923076925,0.3384615384615385,0.3076923076923077,0.3230769230769231,0.36923076923076925,0.35384615384615387,0.35384615384615387,0.046153846153846156,0.046153846153846156,0.046153846153846156,0.06153846153846154,0.09230769230769231,0.18461538461538463,0.27692307692307694,0.46153846153846156,0.6615384615384615,0.7846153846153846,0.8461538461538461,0.8307692307692308,0.7384615384615385,0.6923076923076923,0.6,0.5076923076923077,0.38461538461538464,0.2923076923076923,0.27692307692307694,0.27692307692307694,0.23076923076923078,0.24615384615384617,0.27692307692307694,0.23076923076923078
Naz Reid,68,1251,0.16176470588235295,0.16176470588235295,0.16176470588235295,0.14705882352941177,0.1323529411764706,0.16176470588235295,0.27941176470588236,0.47058823529411764,0.6176470588235294,0.6470588235294118,0.6617647058823529,0.6470588235294118,0.6176470588235294,0.6029411764705882,0.5588235294117647,0.45588235294117646,0.38235294117647056,0.29411764705882354,0.36764705882352944,0.36764705882352944,0.3382352941176471,0.3088235294117647,0.29411764705882354,0.3088235294117647,0.17647058823529413,0.14705882352941177,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.20588235294117646,0.4117647058823529,0.5882352941176471,0.6323529411764706,0.6470588235294118,0.6764705882352942,0.6617647058823529,0.4852941176470588,0.4852941176470588,0.47058823529411764,0.36764705882352944,0.29411764705882354,0.2647058823529412,0.27941176470588236,0.2647058823529412,0.2647058823529412,0.25,0.29411764705882354,0.20588235294117646
Taurean Prince,54,1192,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.2222222222222222,0.37037037037037035,0.6481481481481481,0.8333333333333334,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.8518518518518519,0.7962962962962963,0.7407407407407407,0.6666666666666666,0.42592592592592593,0.2777777777777778,0.2222222222222222,0.25925925925925924,0.3333333333333333,0.37037037037037035,0.42592592592592593,0.46296296296296297,0.12962962962962962,0.14814814814814814,0.16666666666666666,0.14814814814814814,0.2037037037037037,0.3333333333333333,0.4444444444444444,0.6851851851851852,0.8518518518518519,0.8333333333333334,0.8148148148148148,0.7592592592592593,0.6851851851851852,0.7037037037037037,0.6481481481481481,0.46296296296296297,0.4074074074074074,0.37037037037037035,0.42592592592592593,0.25925925925925924,0.2222222222222222,0.2037037037037037,0.16666666666666666,0.2962962962962963
Austin Rivers,52,1016,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.21153846153846154,0.23076923076923078,0.2692307692307692,0.3076923076923077,0.4230769230769231,0.5192307692307693,0.6346153846153846,0.6346153846153846,0.7115384615384616,0.6923076923076923,0.6346153846153846,0.5769230769230769,0.4807692307692308,0.4423076923076923,0.28846153846153844,0.23076923076923078,0.2692307692307692,0.3076923076923077,0.38461538461538464,0.4423076923076923,0.17307692307692307,0.21153846153846154,0.21153846153846154,0.25,0.2692307692307692,0.2692307692307692,0.3269230769230769,0.4230769230769231,0.5384615384615384,0.5769230769230769,0.5961538461538461,0.6153846153846154,0.6538461538461539,0.6346153846153846,0.5961538461538461,0.5,0.46153846153846156,0.38461538461538464,0.40384615384615385,0.36538461538461536,0.25,0.23076923076923078,0.19230769230769232,0.3076923076923077
Karl-Anthony Towns,29,957,1.0,1.0,1.0,1.0,1.0,0.7931034482758621,0.7586206896551724,0.7241379310344828,0.7586206896551724,0.7586206896551724,0.6206896551724138,0.4482758620689655,0.2413793103448276,0.27586206896551724,0.3103448275862069,0.27586206896551724,0.3448275862068966,0.5517241379310345,0.6551724137931034,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7931034482758621,0.7586206896551724,1.0,1.0,1.0,0.9655172413793104,0.896551724137931,0.7931034482758621,0.6896551724137931,0.5862068965517241,0.5517241379310345,0.4482758620689655,0.3793103448275862,0.3793103448275862,0.5517241379310345,0.4827586206896552,0.4827586206896552,0.41379310344827586,0.5862068965517241,0.7241379310344828,0.7241379310344828,0.6896551724137931,0.8620689655172413,0.7586206896551724,0.5862068965517241,0.5172413793103449
