Name,GamesPlayed,MinutesPlayed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Monte Morris,62,1695,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.8548387096774194,0.7741935483870968,0.4032258064516129,0.08064516129032258,0.03225806451612903,0.16129032258064516,0.16129032258064516,0.3064516129032258,0.3064516129032258,0.3387096774193548,0.3548387096774194,0.4032258064516129,0.5161290322580645,0.6774193548387096,0.7096774193548387,0.7419354838709677,0.7580645161290323,0.7419354838709677,0.7741935483870968,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.8548387096774194,0.7741935483870968,0.5,0.20967741935483872,0.06451612903225806,0.0967741935483871,0.11290322580645161,0.27419354838709675,0.27419354838709675,0.3064516129032258,0.3548387096774194,0.45161290322580644,0.532258064516129,0.6290322580645161,0.6935483870967742,0.6290322580645161,0.5645161290322581,0.41935483870967744,0.4032258064516129
Bradley Beal,50,1673,1.0,1.0,1.0,1.0,0.98,0.98,0.98,0.94,0.84,0.5,0.3,0.2,0.0,0.0,0.0,0.06,0.34,0.74,0.88,0.92,0.96,0.96,0.94,0.9,0.94,0.94,0.94,0.94,0.94,0.92,0.9,0.8,0.64,0.48,0.36,0.32,0.16,0.16,0.24,0.52,0.72,0.9,0.92,0.88,0.82,0.7,0.62,0.58
Kyle Kuzma,64,2239,1.0,0.984375,0.984375,0.984375,0.96875,0.578125,0.328125,0.203125,0.28125,0.578125,0.6875,0.796875,0.875,0.875,0.875,0.796875,0.734375,0.5,0.421875,0.375,0.421875,0.625,0.859375,0.875,0.984375,0.984375,0.984375,0.96875,0.96875,0.671875,0.390625,0.296875,0.328125,0.546875,0.640625,0.6875,0.796875,0.796875,0.796875,0.75,0.71875,0.640625,0.71875,0.796875,0.84375,0.765625,0.65625,0.625
Kristaps Porziņģis,65,2120,1.0,1.0,1.0,1.0,1.0,1.0,0.9846153846153847,0.9230769230769231,0.8307692307692308,0.4153846153846154,0.23076923076923078,0.1076923076923077,0.13846153846153847,0.12307692307692308,0.13846153846153847,0.18461538461538463,0.38461538461538464,0.6615384615384615,0.8153846153846154,0.8615384615384616,0.9076923076923077,0.9076923076923077,0.8769230769230769,0.8615384615384616,1.0,1.0,1.0,1.0,1.0,0.9846153846153847,0.9230769230769231,0.8,0.7384615384615385,0.38461538461538464,0.2153846153846154,0.12307692307692308,0.1076923076923077,0.1076923076923077,0.2153846153846154,0.49230769230769234,0.6615384615384615,0.8,0.8307692307692308,0.7538461538461538,0.7692307692307693,0.7076923076923077,0.5846153846153846,0.4153846153846154
Daniel Gafford,78,1604,0.6025641025641025,0.6025641025641025,0.6025641025641025,0.5769230769230769,0.5641025641025641,0.3076923076923077,0.20512820512820512,0.10256410256410256,0.14102564102564102,0.4230769230769231,0.6153846153846154,0.6538461538461539,0.6410256410256411,0.6282051282051282,0.5897435897435898,0.5512820512820513,0.5256410256410257,0.3076923076923077,0.23076923076923078,0.24358974358974358,0.2564102564102564,0.28205128205128205,0.32051282051282054,0.28205128205128205,0.5641025641025641,0.5641025641025641,0.5384615384615384,0.48717948717948717,0.5128205128205128,0.3974358974358974,0.2948717948717949,0.23076923076923078,0.2564102564102564,0.3974358974358974,0.5,0.5384615384615384,0.6794871794871795,0.6794871794871795,0.6538461538461539,0.5128205128205128,0.41025641025641024,0.28205128205128205,0.2564102564102564,0.24358974358974358,0.21794871794871795,0.19230769230769232,0.23076923076923078,0.21794871794871795
Corey Kispert,74,2093,0.6081081081081081,0.6081081081081081,0.6081081081081081,0.6081081081081081,0.6351351351351351,0.6081081081081081,0.6486486486486487,0.5540540540540541,0.43243243243243246,0.3918918918918919,0.47297297297297297,0.4864864864864865,0.6756756756756757,0.6621621621621622,0.7027027027027027,0.7297297297297297,0.6486486486486487,0.6216216216216216,0.6081081081081081,0.6081081081081081,0.6486486486486487,0.6351351351351351,0.6216216216216216,0.6486486486486487,0.6621621621621622,0.6621621621621622,0.6621621621621622,0.6756756756756757,0.6756756756756757,0.6756756756756757,0.7432432432432432,0.6081081081081081,0.44594594594594594,0.40540540540540543,0.40540540540540543,0.3783783783783784,0.5945945945945946,0.5945945945945946,0.581081081081081,0.581081081081081,0.5135135135135135,0.5540540540540541,0.581081081081081,0.5405405405405406,0.44594594594594594,0.40540540540540543,0.43243243243243246,0.36486486486486486
Deni Avdija,76,2020,0.5263157894736842,0.5263157894736842,0.5394736842105263,0.5394736842105263,0.5526315789473685,0.631578947368421,0.7368421052631579,0.7763157894736842,0.7105263157894737,0.5526315789473685,0.5,0.4473684210526316,0.35526315789473684,0.32894736842105265,0.35526315789473684,0.34210526315789475,0.42105263157894735,0.618421052631579,0.6447368421052632,0.7631578947368421,0.7631578947368421,0.6842105263157895,0.6052631578947368,0.5263157894736842,0.5,0.5,0.5,0.5,0.4605263157894737,0.5131578947368421,0.6842105263157895,0.7368421052631579,0.6578947368421053,0.5263157894736842,0.5131578947368421,0.4605263157894737,0.42105263157894735,0.42105263157894735,0.4473684210526316,0.4473684210526316,0.4868421052631579,0.5526315789473685,0.618421052631579,0.618421052631579,0.5526315789473685,0.5263157894736842,0.4473684210526316,0.4605263157894737
Delon Wright,50,1221,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.46,0.74,0.76,0.78,0.76,0.72,0.72,0.7,0.7,0.64,0.5,0.36,0.32,0.3,0.32,0.34,0.34,0.28,0.28,0.28,0.32,0.32,0.32,0.32,0.46,0.72,0.78,0.74,0.74,0.7,0.7,0.72,0.66,0.66,0.64,0.52,0.46,0.46,0.4,0.4,0.48
Jordan Goodwin,62,1106,0.11290322580645161,0.11290322580645161,0.11290322580645161,0.11290322580645161,0.11290322580645161,0.16129032258064516,0.2903225806451613,0.4032258064516129,0.5,0.532258064516129,0.5161290322580645,0.5161290322580645,0.532258064516129,0.532258064516129,0.5161290322580645,0.45161290322580644,0.41935483870967744,0.3548387096774194,0.3548387096774194,0.3548387096774194,0.3709677419354839,0.3225806451612903,0.3064516129032258,0.3064516129032258,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.11290322580645161,0.11290322580645161,0.1774193548387097,0.27419354838709675,0.4032258064516129,0.4838709677419355,0.5967741935483871,0.6290322580645161,0.6451612903225806,0.532258064516129,0.5161290322580645,0.45161290322580644,0.3870967741935484,0.3709677419354839,0.25806451612903225,0.24193548387096775,0.27419354838709675,0.3870967741935484,0.5,0.6129032258064516,0.5967741935483871
Will Barton,40,782,0.0,0.0,0.0,0.0,0.0,0.125,0.225,0.375,0.7,0.8,0.825,0.825,0.8,0.8,0.75,0.775,0.65,0.5,0.375,0.325,0.325,0.325,0.3,0.3,0.025,0.025,0.025,0.025,0.05,0.175,0.25,0.425,0.6,0.625,0.725,0.725,0.75,0.7,0.675,0.525,0.45,0.4,0.3,0.25,0.275,0.275,0.325,0.325
Rui Hachimura,30,728,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6333333333333333,0.8666666666666667,0.9,1.0,1.0,1.0,0.8,0.8,0.7666666666666667,0.7333333333333333,0.5666666666666667,0.5666666666666667,0.5,0.36666666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43333333333333335,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.5666666666666667,0.7,0.8333333333333334,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.8666666666666667,0.8333333333333334,0.7,0.6666666666666666,0.6333333333333333,0.4,0.4,0.36666666666666664,0.3333333333333333,0.3333333333333333,0.23333333333333334,0.2
Anthony Gill,59,624,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.15254237288135594,0.23728813559322035,0.22033898305084745,0.1864406779661017,0.2033898305084746,0.23728813559322035,0.2542372881355932,0.3389830508474576,0.3050847457627119,0.2711864406779661,0.2033898305084746,0.13559322033898305,0.11864406779661017,0.1694915254237288,0.15254237288135594,0.1694915254237288,0.1864406779661017,0.13559322033898305,0.1694915254237288,0.1864406779661017,0.1694915254237288,0.15254237288135594,0.1694915254237288,0.15254237288135594,0.1694915254237288,0.2033898305084746,0.1864406779661017,0.23728813559322035,0.2711864406779661,0.3559322033898305,0.3898305084745763,0.288135593220339,0.288135593220339,0.3220338983050847,0.2711864406779661,0.1694915254237288,0.15254237288135594,0.11864406779661017,0.1016949152542373,0.13559322033898305,0.23728813559322035,0.4406779661016949,0.5423728813559322
Taj Gibson,49,480,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.14285714285714285,0.14285714285714285,0.2653061224489796,0.2653061224489796,0.24489795918367346,0.24489795918367346,0.3469387755102041,0.22448979591836735,0.2653061224489796,0.3469387755102041,0.3469387755102041,0.30612244897959184,0.2653061224489796,0.22448979591836735,0.1836734693877551,0.10204081632653061,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.10204081632653061,0.10204081632653061,0.12244897959183673,0.16326530612244897,0.24489795918367346,0.2653061224489796,0.3877551020408163,0.40816326530612246,0.4489795918367347,0.32653061224489793,0.30612244897959184,0.22448979591836735,0.14285714285714285,0.12244897959183673,0.12244897959183673,0.16326530612244897,0.22448979591836735,0.20408163265306123,0.22448979591836735,0.2857142857142857,0.2653061224489796
Kendrick Nunn,31,436,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.16129032258064516,0.22580645161290322,0.3870967741935484,0.45161290322580644,0.5161290322580645,0.5161290322580645,0.6774193548387096,0.6451612903225806,0.6129032258064516,0.5806451612903226,0.41935483870967744,0.25806451612903225,0.22580645161290322,0.22580645161290322,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.0,0.0,0.0,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.1935483870967742,0.25806451612903225,0.5806451612903226,0.6451612903225806,0.6451612903225806,0.7419354838709677,0.6774193548387096,0.6774193548387096,0.5161290322580645,0.41935483870967744,0.3870967741935484,0.1935483870967742,0.12903225806451613,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.25806451612903225,0.3225806451612903
Johnny Davis,28,423,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.2857142857142857,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.2857142857142857,0.35714285714285715,0.39285714285714285,0.39285714285714285,0.35714285714285715,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.17857142857142858,0.17857142857142858,0.14285714285714285,0.10714285714285714,0.17857142857142858,0.32142857142857145,0.42857142857142855,0.5,0.5357142857142857,0.6785714285714286,0.7857142857142857,0.8214285714285714
Quenton Jackson,9,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.7777777777777778
